S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
455 594 662 662 634 357 597 409 296 616 501 244 412 308 442 567 260 743 535 382 19748 9050 11102 9165 4982
2670 4465 2128 1905 4160 3353 2123 3286 2797 3370 3376 2793 5681 2868 2304 3775 3397 2535 4689 4890 1098 1759 638 826 519
1299 3799 3972 2194 5585 2253 3982 2396 3258 1680 2810 2146 2308 3702 3340 2440 2775 3656 1907 2347 5671 6619 5761 3023 6375
1280 1014 1250 1418 928 1071 977 1011 985 1384 1222 1080 1149 760 1168 1333 1803 1366 398 1116 3142 3686 4722 3553 4362
2039 2566 2956 2204 1128 2409 2944 2216 1196 1425 2630 2295 2072 1929 1913 2155 2575 1851 2598 1605 1660 1516 1728 1480 1047
1734 1453 1845 2367 1385 2363 1489 1493 2701 2533 1500 2170 1216 1228 1714 2067 1346 2408 2818 1956 5470 5058 5576 1796 1899
2260 2378 2272 2148 1732 1991 2635 2574 2464 2785 1074 2430 2526 3267 2674 1441 1806 3271 3992 2098 4331 2050 4039 2055 4007
3184 3460 4425 4365 2943 5270 4260 7796 4983 3118 5761 5242 2671 2439 3807 4206 6213 4451 2393 4228 2694 2200 3361 3570 2402
2092 1733 1883 1564 1163 1289 2656 2258 2256 1736 2277 957 2686 1869 1252 1726 1441 3054 2956 1342 998 1595 1287 1715 1376
7447 4761 4779 5882 12350 9417 9858 10823 5186 5465 5427 6658 5712 2508 4764 2912 8473 5234 6209 7756 1864 3595 7405 3262 6392
3178 3862 3231 1871 2323 2897 4101 2113 2010 2501 1883 1771 2602 2696 2245 2773 2492 1998 1783 3065 2067 1655 3085 2567 2896
387 572 374 418 363 499 379 402 460 821 501 617 373 286 454 410 450 407 454 515 6461 4032 3176 5641 8122
362 135 365 248 390 350 239 617 291 345 449 393 529 291 353 240 295 444 202 384 2716 3907 2383 2487 2901
989 980 958 1131 844 714 709 1381 1644 1247 1170 806 1125 888 1070 1461 1025 779 1049 860 4503 1962 1760 2110 1495
3043 2202 4973 3892 5656 4674 2999 5197 3089 3936 4545 4662 3924 5871 3417 4289 3139 5276 5528 3897 2058 2065 1213 2035 2164
1590 711 839 690 1108 1147 1418 922 1837 682 1333 1272 1175 664 1078 995 520 1561 1357 1004 379 620 745 344 463
1548 2187 1198 1530 984 1695 2507 2375 1960 2068 1713 1705 1326 1000 1676 2019 1425 2458 1244 1945 1240 991 1091 1788 1214
11013 3786 8608 5329 5557 3221 4192 3132 5510 3826 4954 5503 2309 4471 2310 3556 5283 5880 4665 6299 943 1931 1276 477 1392
192 268 345 245 433 202 256 357 231 378 366 447 437 409 151 253 228 473 358 440 1417 1315 1516 1364 1132
2028 1569 1031 2874 1399 1743 2298 3503 1956 963 1145 1381 2150 1039 1748 1800 1420 1370 2263 2490 3460 8158 11236 6777 6470
928 1300 2043 2557 1768 938 2454 1100 1950 1995 1924 1458 1574 1316 2074 1901 2763 871 2243 1966 2438 3770 1895 2518 1780
838 1443 2059 1894 2189 2395 1216 1725 1746 1617 1225 2095 2901 1490 2845 1891 2398 1612 1226 2443 727 1030 974 985 1720
6539 6981 7737 6349 5778 4593 11675 4506 6059 5288 8977 5354 10358 7091 5982 3921 5077 5794 4658 5856 4119 5355 2186 4241 2691
940 2718 1568 1447 2295 1640 1594 1068 2172 2017 2347 2164 1765 1181 2551 1822 2353 3461 1535 1901 2791 2543 3417 3226 1363
1460 3131 1466 2072 2620 2366 1720 4033 2985 3433 2312 3226 2895 3267 1950 2386 3399 2188 2233 4376 995 648 839 1061 518
1994 2287 1468 2030 753 3657 1608 1386 1967 1536 1655 1727 1369 2111 1262 2439 1737 1447 1271 715 2786 2031 6000 3486 1855
1924 2804 3433 2679 2910 2928 2230 2490 3417 3302 1980 3020 2462 1575 1301 3367 1941 3475 2667 4104 2583 5282 2541 3381 2139
928 491 1029 1003 609 347 544 837 594 901 475 559 568 852 1430 803 878 585 1080 628 4032 3940 3391 4183 4616
1056 1191 1240 1217 1262 1540 1321 1374 1166 1477 1091 1275 1478 729 993 843 1244 2520 1835 1900 1798 1598 1937 1358 1917
4766 5032 2818 3103 2925 2683 3494 2004 6192 4794 6762 4190 8979 2371 3221 4087 1987 5126 4415 3381 1815 1225 1999 970 1010
1352 1580 2595 1747 3433 1834 2667 2373 2372 1502 2313 2270 1724 1724 2343 2538 1790 3633 2541 2095 3999 5039 8795 4172 5014
3483 4927 7962 4086 3598 4959 3579 4558 4511 5364 2268 5852 6215 4187 3527 3010 2592 3664 4640 4952 1092 1309 895 1622 1289
3094 2280 5192 3323 2156 1725 2133 1650 2395 2438 3028 1533 1693 2273 2830 1796 3499 2651 3732 2558 3507 1689 2135 6026 5003
2881 2931 1972 3336 2513 2263 2757 2338 2905 2793 3936 3314 1129 1845 2611 1646 2656 2620 1856 2364 1786 1819 2150 1542 3162
1108 1425 1316 1132 662 1408 1212 368 881 1040 711 1123 1063 968 683 1020 1004 1085 493 989 1493 1098 1280 1872 882
2763 1461 2095 1255 1489 1008 1166 1814 1238 1285 1226 1024 1141 1797 1533 1555 2046 1446 1465 1224 5575 4519 1821 3164 2553
4497 2708 2772 3036 2246 1980 1297 2078 3217 3912 2118 4686 1875 2906 6535 3057 2402 1900 3466 4687 2532 3313 1365 1910 2503
4846 6120 2419 3141 5118 4909 3513 3621 3446 6427 3371 3372 6261 3941 2377 3539 3029 4629 4688 3997 3867 7520 4833 3130 3381
1827 3290 2530 2914 1282 2083 1182 2658 2235 3754 2496 2846 1887 1310 2047 2885 1409 2199 3252 2439 1666 1318 1623 1484 1037
729 506 525 742 956 1069 742 461 411 543 520 625 764 809 547 853 794 679 855 906 4619 4582 4838 3936 4643
3014 2908 5120 7037 3833 8563 4928 1279 3967 2274 6341 3650 4959 4227 3631 2806 3742 1812 4703 2775 1496 4651 2392 5358 2659
1387 756 1400 1276 1007 1311 928 757 1030 721 621 2425 925 171 1598 1223 338 648 926 1214 2642 2248 2623 4035 2028
2006 1848 1707 841 1568 2087 1218 1014 1561 2648 2286 1539 1773 736 1628 1368 1335 2108 986 1043 3155 1810 1240 1917 2088
2768 1786 2219 1866 1794 2492 2180 2571 2319 1720 1691 3340 3074 4145 2063 2277 1944 2243 2710 1567 3441 3700 2755 3310 2667
1810 2667 3069 3931 1894 4707 4047 3250 1982 2371 1794 3472 3574 2858 1877 2769 2670 3996 3814 2164 6404 5173 9622 6560 7495
1239 1387 1343 1171 1701 1695 1386 1006 2086 1107 1387 1455 2387 2663 850 1032 1619 1572 2087 1643 2718 3610 2156 2458 3355
1452 2194 3436 3109 2602 2426 1173 2311 1365 1998 822 3417 3467 5009 2315 3043 2454 1409 1921 2791 2717 2035 1696 2951 2776
4785 3802 5519 4674 3759 4185 4303 3657 4803 3699 3502 5238 2208 6457 2758 3318 2839 6074 7061 4107 2079 1154 4710 1678 3858
1409 1228 1191 1290 1533 1602 900 1216 1496 1621 1080 1484 1633 1400 1340 1317 1217 1003 788 731 274 281 460 112 430
8535 11474 5130 8261 12298 18265 6179 8233 13888 12425 10408 8280 7049 7470 11678 8465 6859 7853 11407 6057 2968 6569 3621 4679 3690
919 1606 2110 1733 2962 997 1514 1750 2870 974 1534 1228 1474 2074 1680 1305 1776 1937 1936 1500 3215 2660 4803 2969 3623
4175 3334 2284 6404 5631 4203 3094 3542 5130 4573 4009 4822 5952 2925 2555 7531 2182 3986 6883 3175 3573 2194 1563 2042 2686
6764 4126 7056 4468 5614 5550 2129 4456 6895 5254 6118 6748 5893 3645 8289 8330 5614 3041 5602 2392 536 464 653 352 880
1854 1699 2328 2465 1163 1697 896 1549 2594 1870 1487 1126 1652 1550 1540 1482 936 3619 1843 1948 3956 2180 2600 2791 3690
3101 1653 1793 2140 2435 1464 1819 2039 2086 2115 1719 1447 2453 2237 1900 2566 1919 2191 1286 1381 5848 9390 9775 7349 6812
3145 6463 4156 5277 3038 7430 4935 4860 7615 5125 4747 5868 4398 5512 2161 6012 6615 3573 2816 6353 1315 1741 2017 1756 1768
3255 2557 3061 7289 2949 1990 3070 4142 1771 3089 3326 2265 4819 3847 2455 3658 3261 5085 2373 4280 6248 3464 6657 6025 4254
4027 1525 3179 3024 3818 2550 3714 2138 3947 3244 3531 3738 3722 4723 4593 2475 3723 2063 3567 2752 1665 2184 1661 1858 1501
2127 2198 1491 3083 2592 1665 2856 2008 1268 1902 2221 982 1406 1486 1697 2987 1958 2102 2688 1747 3586 2519 5640 4620 4127
7602 7119 7339 4380 15482 7064 6276 4762 5405 5696 6047 4716 7737 3012 5370 10410 5342 10165 5708 11944 1770 2622 1987 1399 1059
2746 3795 5508 2576 5444 3590 2066 2622 3923 2901 2379 2544 5674 3329 2270 3110 2521 2682 3777 3228 1868 1688 1111 1296 1890
1847 2205 3338 2000 1217 1032 1107 2956 3438 1639 1628 1641 2121 1386 1365 1533 1922 2120 1958 2114 4382 2789 2271 5966 4284
5204 4610 5341 3855 7716 8037 5316 4120 4630 10611 7526 6312 9906 6459 3549 6906 7888 6723 7817 6472 942 859 1632 1734 896
3433 2152 5599 2519 4354 3166 3783 4323 4433 3140 3707 5065 2075 3331 4237 3820 3516 2461 6962 2256 1191 782 1010 722 1355
4064 2747 3411 3449 2652 3317 4427 3590 4214 2070 4061 4348 2846 3610 2790 5901 2756 2591 5016 2366 4256 5515 2714 4860 6586
2092 2165 2284 1843 1901 893 2007 1805 2188 1611 1586 1850 1856 1203 1454 1725 2141 2282 2260 1239 4256 4466 3000 7624 3135
1273 1568 1931 1284 1121 1912 1822 1000 1789 1789 1493 1124 1974 1971 2750 1505 1481 1792 1278 1280 1319 1502 1684 1368 954
3153 5172 2455 1842 4391 6256 1799 2087 2049 4761 4666 3639 5540 4851 4598 5528 3373 3311 2564 2483 603 736 580 981 421
5064 7291 6703 8754 6967 4783 7171 4826 4962 5219 5327 7929 5299 8025 4275 4673 4439 3815 5974 3618 13287 11235 8515 6013 7405
5816 5827 6512 3571 5629 7473 6511 3592 6476 5419 6752 5039 4079 6260 5399 6290 4042 4306 7695 7466 1751 1712 1160 799 1181
6113 3620 7237 4410 5487 7491 6836 4733 3848 2481 5761 5484 5285 5441 4144 3850 7301 6511 3166 2507 4396 2278 2601 2106 1332
2688 2231 2654 3669 2865 2567 2294 3275 1417 1971 2868 1707 2259 3324 3064 4369 1595 3363 3107 2215 6800 2877 4259 4280 4983
3479 3049 2056 4565 2930 3535 2163 2420 2086 2457 3638 2389 2995 2906 3610 3628 3488 3718 3824 3678 725 1012 542 629 957
4008 4342 4024 3349 1894 3156 3010 3006 1565 3093 2977 3256 1758 2342 2594 4213 2949 2766 2406 3602 2432 3901 3035 1399 3811
1222 907 972 660 1483 1330 840 1275 700 1139 716 843 887 1061 1445 816 458 1286 900 539 1343 2155 2798 1980 2115
3795 7625 6607 5230 6466 5189 4172 7249 6513 2439 5767 2781 8431 8184 4107 6878 7045 6573 2687 6509 5535 3349 5182 6069 6891
2503 3324 3029 4271 2638 4578 5570 4489 3236 2067 4083 4429 3838 3202 2240 2223 4264 4275 3459 4341 556 259 239 515 182
678 1439 1176 1435 1102 546 1508 1228 1184 986 1062 793 1434 1369 942 2035 849 1686 1281 1004 3925 5541 3699 3938 3583
6364 4855 4849 5149 5665 2160 5213 3613 5576 3140 6211 3861 2388 6682 3907 2926 3402 4132 2956 4414 4906 5473 3833 5632 5563
2075 1052 2144 1437 2256 1398 2961 1576 2252 2182 1968 822 2657 2228 1402 1750 2226 2080 1234 1485 2396 2348 1393 1715 1091
3995 7790 2917 4443 3689 8175 3225 3752 4332 3779 3948 7006 4139 4310 6075 3442 7570 3717 3737 7806 3387 2241 2702 3770 4868
321 1153 573 1225 295 1064 825 507 1104 885 742 774 618 673 609 457 1158 511 961 502 546 868 670 454 593
1166 760 1112 568 1089 1568 1640 790 1011 864 2007 1760 1016 606 686 933 887 1071 828 767 6148 6742 5408 4237 4124
918 646 665 1113 1250 994 588 994 632 625 585 839 638 773 808 1131 1041 1017 652 1058 3449 2238 2041 3523 3189
3835 1942 3134 1843 2390 2827 4085 2286 2127 4624 3165 4275 3516 3050 1434 3191 2157 1206 3923 1745 863 1461 876 1529 1370
522 546 519 407 520 311 446 570 364 361 452 480 735 621 634 470 536 526 331 679 5453 5519 5883 6348 11123
3822 6513 2688 2598 5135 3446 3577 2287 4406 4323 5563 3287 3417 3866 3601 4530 4077 4275 5173 6026 517 373 545 416 543
1553 1850 3966 2733 1333 3101 2593 2770 3526 2585 3243 2304 2749 2087 1789 3624 2205 2329 2761 2482 1045 1970 991 1866 1539
6884 4377 4199 2768 3374 4923 2274 2758 2518 2425 2621 2265 4311 4239 1194 2576 2960 3032 2593 4300 221 296 161 306 252
4817 5692 7777 4801 10672 6041 7114 5176 8114 9335 8148 4940 4626 3788 4899 6637 6943 5065 6224 7813 1804 1253 1563 1354 1687
1172 1925 975 1332 1100 1536 1693 2218 2089 1680 2426 1614 958 2096 955 1172 961 766 1452 1385 1505 1934 1130 1829 1429
7001 3888 4320 1477 6847 2579 5006 1255 2027 4315 3637 2793 2464 4048 4145 3433 4679 2659 2117 3180 7137 13178 8695 9244 8954
1156 1110 1248 1098 517 1037 1130 1146 2300 1583 828 1433 1250 1011 2170 1161 761 1092 912 1069 2783 5198 2698 2658 5024
1434 2722 3461 1924 3157 3044 3576 852 965 2525 1591 3042 2172 3154 2064 849 2392 1311 1921 2271 5473 3517 2426 4378 3240
1340 2743 2557 1541 2029 1663 2301 1532 2549 2238 2491 2641 1342 2285 2912 1307 2389 1825 1882 2275 2055 1366 1284 1636 3058
297 458 211 387 507 225 390 345 579 289 229 502 323 264 430 434 561 536 596 437 1111 1697 1037 1186 1329
6256 6528 7651 4705 6437 7920 6141 5643 6061 5154 8006 5108 4390 6733 2315 4871 8404 6272 6762 4480 1496 2633 3057 2459 3154
2404 4487 2408 3043 3392 2244 5168 2620 4554 2873 3016 2919 4570 3139 4378 2740 6989 3104 2657 1996 1319 1050 1165 1665 2386
2312 1326 1554 1599 2683 2402 1657 887 1964 2478 2502 1554 1465 2028 2859 1456 1374 2986 1898 1897 3126 3842 2141 3042 4638
9393 5169 5942 8907 7849 4008 6430 3260 4944 10215 6713 7603 7509 6232 5249 9985 7885 14127 13256 8723 3502 4821 2334 2913 3403
1519 1136 1408 1207 1418 2218 2431 2760 1257 1575 1769 2807 1735 1854 1407 1803 2033 2651 2569 1127 4925 8359 7430 4030 4822
11398 5127 16613 11147 11613 8490 6201 6608 8762 11729 11950 7693 7992 11606 7045 8692 9119 6009 6062 10567 3781 5289 3423 3768 2406
1716 2855 1326 1783 1257 1509 1259 2183 935 1283 1056 1109 1772 1482 1625 2433 2172 1447 1556 1169 5377 3465 5456 6617 2105
721 1589 934 1283 1874 882 898 1231 834 1643 628 1329 1271 813 2313 1924 1362 1051 599 1090 2228 1628 1293 2416 2268
2463 3038 5690 3963 2697 2957 3526 4417 3175 3287 2868 4709 3265 4362 2060 1623 4770 3889 2939 4897 5097 8366 4699 4250 8114
2058 2444 792 1545 1551 1203 906 3531 1818 1369 1433 2641 2981 1960 2379 2356 3306 1907 1706 3839 2700 2279 3699 2449 2129
1407 2151 1244 1853 2903 1532 1615 1598 1219 1099 2131 2307 2124 3162 2161 1854 1246 1611 1514 1539 669 589 869 1174 522
1228 1369 1276 1241 1311 1109 743 1129 1021 995 985 1449 1245 729 717 946 958 612 1302 1029 4738 5233 2090 3773 2418
910 1612 785 1115 886 1226 1186 1134 870 791 1018 1086 1137 546 1177 762 458 1205 1178 1534 2170 1410 1480 2083 1051
4080 3325 4852 3959 2125 3835 5039 6652 5357 3689 3615 4271 3090 5272 2733 4213 2680 3231 1218 3990 868 1675 758 1137 1699
2155 1827 3271 2694 3086 1150 1172 2501 1277 1577 2105 1083 2044 2774 1193 3333 2068 2814 3190 2226 1455 1858 2790 2731 674
4427 4019 3598 2563 2144 3173 5187 2223 3232 4172 3887 3610 3055 4429 2906 2887 3378 4076 4375 2403 114 67 77 92 136
2458 2182 2888 2742 2084 3320 3903 2405 2370 3582 2327 4540 3542 3940 2872 1889 4073 4172 3341 3441 2298 1386 1489 2361 4121
9292 9270 11754 6807 7015 4845 13389 6258 11177 9198 6208 6197 7145 9144 9973 9959 4385 10516 5869 5094 1363 1876 2552 2135 757
4039 3058 3482 4325 2760 9496 6541 5059 3229 3457 5342 4266 5385 4900 5687 4278 6563 3698 4411 5322 508 252 297 473 587
856 1027 634 544 864 1127 932 1785 1047 1046 759 1254 1087 1905 1550 1210 942 1029 1363 647 1633 4458 2795 2775 4799
3645 5539 2580 3586 5648 3838 4157 3000 4683 5950 6956 5364 5348 5955 3957 7879 6977 4785 5230 3152 1723 3116 2803 1842 1792
1598 549 772 591 1201 1399 1793 692 506 1508 1021 1902 1255 517 1429 782 1334 815 1361 1175 2121 2893 2856 3243 2106
129 367 263 392 305 298 363 196 299 282 213 452 129 466 276 367 354 339 229 209 3036 2810 5082 1681 1552
1740 1626 970 1519 2936 3164 1115 2351 2221 2839 2873 1394 2755 2971 2521 2364 4147 2783 2329 2694 970 1273 820 925 456
2202 2406 1614 1247 1559 2530 1491 2064 1443 1493 2717 2640 1754 1669 1199 958 2494 2179 1718 1160 1444 1514 815 2384 1926
3632 6180 5923 1765 3602 2698 4661 4320 4104 5482 4323 2779 3033 6274 4217 3180 3382 2056 2898 2750 695 1264 510 1068 1223
4820 5575 4282 4262 3918 7715 6695 4434 6112 1790 5246 4700 4827 5304 4819 4740 6658 3627 5951 3220 2218 3865 3144 1735 2945
7675 6727 7979 8324 7572 5667 3229 15732 9134 12208 4692 11675 10279 8852 7532 8612 12805 10961 11665 10767 4801 3317 3348 3542 2142
1222 982 849 1208 1570 1719 974 1294 913 1491 664 1740 1252 2440 1176 1423 1585 817 637 738 6375 9160 8332 9228 11185
675 937 1094 1220 744 741 855 998 1658 1628 2296 3104 2083 1317 727 910 1084 1033 1299 917 1496 2307 1834 3250 2708
6578 3711 6741 3754 5872 6837 5009 7800 6210 3672 4583 5542 5269 5599 2703 7132 4158 4003 9260 5104 6468 8085 6027 7221 5749
1368 1223 1078 1083 1245 1260 1390 841 1005 1910 666 633 1335 848 1864 1068 799 735 1238 699 5700 7116 5051 10258 3796
1195 1210 1628 932 1011 903 789 1210 1901 1369 1343 1132 1190 860 775 590 1616 2066 930 2040 2377 1543 2216 2200 1810
4627 4606 5141 6497 4501 5505 3877 6631 8906 5954 9747 5088 5708 5234 2258 7356 5912 5276 4940 5061 798 804 1539 780 1035
2714 1985 1833 1205 3211 1995 1910 1355 1328 2255 2700 2662 3728 1455 1829 1410 1594 1997 1807 1301 2668 2340 2752 2683 3929
1003 523 797 1031 551 438 820 841 634 611 616 908 1139 588 384 397 862 840 701 1120 5915 5714 9052 6867 5182
5461 7818 7129 9921 9709 8232 8709 6984 5189 6879 9155 4636 10028 8473 12618 11528 11684 13076 8077 11130 10020 6657 2431 12243 7786
3212 4139 2938 3383 2325 3206 4236 3612 2603 2666 4166 6963 2507 3407 3751 1892 2886 2375 3512 3740 78 125 113 73 150
3716 5488 7081 5668 3708 5721 3900 4697 5130 5943 7618 6746 3080 6370 5983 5721 6418 7510 4674 5071 3996 3883 2270 5050 3930
693 491 400 849 800 396 643 858 455 656 782 954 1001 623 1025 473 749 706 738 548 382 397 423 811 481
1326 963 1242 1113 1142 1358 1885 948 1039 857 1017 720 1025 816 1678 922 1097 1257 982 1229 2263 2046 2908 2763 3161
704 2149 834 1126 1275 1081 1051 1128 1023 1163 632 2013 1116 894 1259 1396 531 999 946 875 4085 3239 3970 2667 4553
6351 4247 3230 5459 1880 2507 5388 4764 3735 5993 3825 5916 4378 4096 6839 3124 4295 2347 3851 3014 1263 1822 1376 724 1241
1266 1058 1724 1233 1179 1108 1302 811 1569 543 1260 857 1580 1084 2615 1722 1865 1494 1395 1844 2475 1683 2289 3470 1919
4650 8043 7730 5777 4493 6470 2874 4939 4393 4190 5214 3274 4364 5371 3905 4623 6767 5963 5029 4472 10394 3244 6904 10972 6326
1814 4112 3538 5941 4229 2875 3294 2574 2676 3745 4258 3131 2970 4266 5331 2276 3017 6687 5271 2498 1693 2798 2138 1917 2312
2297 2617 2009 1488 2835 2032 2852 3508 2082 2421 1577 2481 3582 2073 3417 1922 2322 2757 1690 3036 1945 3730 1700 2051 2110
3722 3977 6044 4722 7021 8531 3791 2129 3627 6230 4584 3516 5376 2673 5175 8132 2989 4814 3237 3144 7703 4113 5071 10348 6102
1565 2732 1124 1107 1292 1748 547 1319 1387 1711 1250 1421 854 1936 1052 1905 1168 865 1289 1296 1346 1603 2457 2020 1536
4001 3241 8950 4490 3398 6611 4051 3601 4379 2685 3268 4023 2460 5811 7998 3619 3840 3628 4036 6089 1494 507 1028 1170 981
866 894 1265 446 1122 1429 1066 1925 1123 830 890 428 1526 1174 642 1260 1334 1326 1245 1035 1703 1903 1024 823 608
1360 902 616 1236 936 864 1224 816 470 1528 1030 1020 733 1793 522 2207 1388 1042 415 905 1839 1329 1128 1020 1438
2569 2625 2001 2600 4101 1785 2164 2259 1964 2280 2147 1320 794 2172 2051 2759 2505 1292 2051 1961 1268 1876 2233 2928 1719
7259 5331 4880 6945 8180 3246 2914 8132 7513 1926 2951 8274 5219 5840 4803 5849 8701 4776 5281 3237 5833 4838 3804 6831 4673
2268 2604 2357 3574 2163 2504 2844 3434 2500 2771 2326 4275 1026 3028 2237 4081 2371 2957 2615 1485 4926 2062 4433 4661 7107
8005 11674 5209 4896 7205 7024 6184 11641 11873 9116 7378 6355 8569 11968 7322 4955 10192 8361 9863 7247 3213 2511 2218 4016 3479
568 783 916 616 635 539 885 868 493 681 686 812 756 509 937 570 1136 555 761 408 352 683 527 526 375
3067 2833 3634 3527 2432 3241 3287 2742 3962 2256 2493 3314 1625 3657 4397 3123 3747 3283 2663 3807 3637 1831 2436 2367 1332
7073 9595 4300 4783 5506 8994 4700 12838 7311 1976 8349 4615 8851 7758 8612 5288 6960 5728 10005 8339 3477 1655 2014 3139 2222
5212 2610 5177 2740 3741 4225 2916 2584 3924 4616 3979 5332 1394 5571 6712 3300 4531 5827 2508 3729 8788 4013 4532 5025 2957
677 483 457 482 735 739 668 358 831 414 349 538 434 364 544 496 293 278 510 349 2092 1677 1770 2175 2040
3043 1714 1525 1098 3207 1486 3027 1259 1890 3576 1446 2380 2479 2988 1411 2581 1796 1685 2161 2643 829 1091 993 1069 1015
2380 1157 1974 2023 1438 1332 1433 962 1255 1873 1056 1618 1645 728 2474 759 561 904 829 1046 4083 5088 8050 3968 5528
8276 4126 5815 8869 4655 7467 8888 8616 4776 8757 8632 3693 11370 6400 6105 5279 7671 6678 6948 12673 3256 3224 2038 4153 4416
2776 3793 2755 3322 2998 4922 7453 3936 4584 2142 5100 2378 2626 4174 2849 2835 5348 3838 3456 5952 2984 2150 2747 3805 3845
489 905 379 471 252 320 986 1055 265 1149 1026 533 398 649 629 886 519 845 748 828 2665 2969 3435 1621 3379
1024 507 608 836 501 576 508 1017 956 1105 402 804 609 880 806 981 737 1010 872 1214 155 195 256 148 401
2222 3269 5538 5205 4663 6838 4706 2807 4198 2075 4591 4035 3803 1822 2337 2067 2634 3686 2560 5288 2766 1976 3301 4244 3171
1891 1281 1425 1379 1352 1177 2620 2459 1468 1005 2358 2440 1329 1701 1038 2165 2564 1492 1285 1370 2597 3210 3869 3720 2476
1485 1146 1908 2014 2481 846 2273 1421 2928 1120 2109 939 2000 982 1945 1770 2641 1903 1534 2376 4987 5140 5573 3161 3452
1222 672 664 672 977 919 624 451 747 693 661 634 972 277 1093 579 720 778 795 939 3680 3598 2355 2330 4516
4045 6117 4781 6947 4997 5014 4537 5337 4981 8143 5981 6107 7988 5299 5603 3856 5620 5478 8249 6564 2247 1227 1211 998 1745
2594 4965 1046 2275 3085 3737 1231 3536 2813 3673 2909 5065 3543 4135 3154 4033 3672 5153 2145 4301 4955 4717 3446 4020 7684
3943 2271 1428 2247 3037 2311 1331 1732 1774 1909 2345 2313 2325 2987 1745 3511 2241 1054 1795 1804 3606 2009 3770 4170 2023
2992 4119 5739 3742 4023 2380 2175 7888 6296 7342 6576 2733 4034 3884 5587 3762 3186 3407 3601 4036 2323 4417 4350 5098 7853
4758 2135 3501 3241 3632 2906 2867 4017 6188 6314 3848 2999 5344 6497 2894 3871 4605 3555 6124 8199 596 601 673 619 453
3992 2631 1212 2136 3102 2033 3654 2534 3881 1643 3583 3129 4704 777 2065 2455 1577 3809 1636 2516 3640 2081 2250 1609 1919
3428 2925 5022 4369 4624 6976 7172 2633 5236 5502 3186 3191 6041 3720 4645 5028 2927 2896 5196 5260 329 401 351 866 815
1510 1188 1132 1199 1997 1355 2212 763 2012 1418 1418 1062 1308 1664 1687 1611 1661 2060 1469 974 1815 1683 1306 1797 2518
2471 6710 4971 5205 3322 2172 2841 4770 2327 3696 3988 3752 3733 2961 2322 2228 2673 3509 3252 5264 4815 4912 3646 3649 3700
463 735 852 990 717 826 735 1205 941 948 635 715 875 1264 784 753 573 1104 699 500 7223 3307 3900 6481 5542
2843 1976 2267 1472 2803 1493 2200 1840 1307 1814 3579 1164 2183 2404 2606 2454 3069 2396 1800 860 1755 2035 613 2550 1897
3933 2883 2595 3249 2102 4442 3834 3972 2246 4538 3829 3654 3487 3588 2123 3862 2483 2717 2317 2985 1404 1358 1172 1231 1984
2260 1422 1232 2621 1744 2281 2065 1678 1408 2305 3103 1963 3147 2148 1630 2369 2492 3564 1573 1864 1117 1227 1781 1220 2080
3367 4656 4907 5443 1730 5723 5029 5143 2468 1971 2789 6214 2317 4453 4806 4324 7774 5995 3733 4238 5925 4439 6507 6070 5797
3862 2576 8062 6578 6807 7259 2946 4927 5198 6637 6872 2736 5892 9094 3241 7986 4776 4566 6106 4093 1136 991 1058 1272 1111
5215 4026 4936 6075 6207 5792 6742 5157 7071 5192 10169 3037 4673 5472 7392 4670 6071 6374 5182 4769 1366 1260 1030 1202 951
1463 1099 737 990 1295 1545 650 441 894 694 617 978 791 1086 894 1248 854 881 592 784 3408 2885 2155 3570 4189
6874 5850 3621 4166 6191 6526 5402 5124 6581 3628 5091 4758 5245 4333 4735 3301 5685 4827 8737 5834 407 447 440 428 319
616 362 432 582 313 460 754 583 308 388 333 480 363 478 311 458 373 316 580 428 3322 800 2821 2384 2710
3138 3679 2778 2118 3516 4480 3759 3191 2789 3501 2135 2920 2708 1804 2529 3633 1961 2374 4103 2389 2966 1903 1665 3727 2072
120 118 107 80 121 169 141 223 185 235 150 106 137 293 162 96 183 210 147 294 2000 1825 2496 2403 1703
11528 9989 9259 8318 10153 9626 8428 11793 7180 5761 7948 9067 6070 7250 11934 9043 11121 8767 7924 6773 6785 2452 2901 2620 3481
2051 2961 721 1944 2060 1412 2170 1412 2079 2628 1308 1802 1279 1356 3290 2495 1594 2247 1022 1852 1365 2844 1630 1485 2337
474 183 310 263 328 443 442 500 423 493 315 323 286 460 210 203 119 355 312 241 1058 1712 1380 877 1805
3009 1490 2956 2374 2633 1176 1954 2128 2099 2279 2492 2783 2865 1848 3931 2579 2126 2608 1620 2317 2041 3707 2544 2181 2421
3101 3517 2724 3165 1946 2242 4067 3200 3269 2792 3935 2717 3118 4495 2437 4666 3445 2616 2825 3824 3162 4437 3835 6093 7001
2309 2018 1204 1408 2158 1076 1745 978 1606 1570 1656 949 2183 1166 1628 2139 1588 1107 1550 1076 2961 1423 1825 2858 1260
2948 4488 2608 3038 2274 5048 4242 1570 2520 2291 1574 1795 2941 3334 2334 2690 2705 2715 2625 1998 1342 1341 1342 1724 1205
184 158 171 81 104 107 121 118 176 256 165 265 95 155 168 247 221 137 200 227 969 1355 1822 1048 1522
