S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
312 998 332 564 307 1368 1120 1158 332 906 478 1792 1628 1807 658 667 715 1011 1856 1192
401 1241 679 578 810 1957 1169 1694 847 2009 1112 4150 2314 1358 1210 1076 653 615 2399 2211
525 1963 476 763 258 2626 2359 2517 473 1911 985 3085 3069 4635 1176 2570 1015 989 4027 1982
1095 3804 2459 1515 1642 4734 3872 2487 1165 4456 2240 3756 3617 11527 4274 2155 1542 1827 6466 6789
1426 5418 4051 3404 1666 7848 2999 7858 1961 5945 3552 4625 11126 7493 5077 2745 2989 2702 7066 4346
960 2566 949 734 674 4495 1639 2560 1255 2299 2447 2002 4383 3428 1211 1554 1240 945 3158 2221
853 2273 638 1053 1051 2343 2840 2918 1340 3995 2535 3322 3411 5267 2444 1933 1358 2987 2234 2596
1062 7221 3010 2916 3654 5938 3499 5856 2284 6187 5352 5957 10029 7400 3342 6142 2831 4680 4969 5613
1152 1221 624 660 766 1834 1334 2521 273 2931 2060 3915 2305 3798 2492 1112 1161 1678 3018 3012
1746 5834 3549 1649 3159 4169 3327 5535 3370 7610 8067 8041 16527 12626 5006 5370 2422 2866 9643 6955
660 3071 1006 512 988 1511 1689 2697 761 2393 2258 4091 5111 4639 1542 1584 616 1176 4303 3820
230 561 261 240 528 1121 751 1002 403 2055 788 3483 1317 2860 565 743 513 592 1310 1127
1152 1853 1954 1481 1152 2474 4024 2874 853 4050 2825 4429 3610 3655 2613 2266 1638 1746 3159 3750
4342 15863 4537 7822 3993 12449 12177 28276 3730 15068 6942 14884 13479 14398 7925 10020 5604 7440 18575 12790
751 2732 855 1303 606 2669 1287 2647 917 3009 955 4265 1900 3512 535 2712 1131 1229 4033 3128
1388 2062 719 951 618 3737 3036 5031 1236 2949 1638 4341 1959 4832 2817 2812 1688 1539 3597 3332
397 2262 652 625 1242 2225 789 1951 538 1422 1754 1467 2028 2555 759 819 1354 1026 2917 1874
364 1638 602 647 468 1318 1186 1949 590 1379 757 1776 2784 2050 899 767 716 940 1304 1464
1304 6738 2887 787 977 4144 2119 3295 1885 5375 1423 5142 3872 6446 2027 1445 1640 2871 6944 6594
1521 9705 3644 1705 2257 9180 5877 9661 1896 6824 3497 7694 8611 7149 4583 4429 2897 2617 7334 11936
1551 4615 1884 1265 842 4133 5502 4546 2143 6595 4043 6835 4809 6988 5015 4631 1854 2300 9795 4186
1324 4743 2048 713 1267 2997 2359 1438 2237 2232 2008 5233 4988 6222 2233 3546 1774 911 2980 4307
1596 4069 1964 3803 1775 5155 5817 9318 2136 3693 3159 3822 8788 9480 3711 5602 1934 3171 6244 5518
5820 5512 3983 2739 4729 10269 10154 13819 3238 5123 7668 20745 6784 9125 11901 7049 4248 3343 16427 9727
392 1576 547 361 544 1170 890 1436 342 1255 847 1608 935 2037 499 813 657 1327 1503 1518
588 911 449 576 322 1569 662 1266 435 1291 647 2371 1437 3555 584 955 631 644 923 797
670 4069 1682 825 1423 5397 2631 5913 1527 3956 1401 4983 3524 4196 2469 4376 2729 1088 5575 4213
1103 3594 1703 1242 2213 3909 2627 2643 1051 6012 1920 4550 1987 5808 1565 3183 2137 2474 4609 1706
1042 5672 1699 1526 1369 5669 2849 4726 1769 4283 2582 5621 3513 6601 2007 3433 1468 3058 9013 4336
1140 2351 1179 1550 1890 1960 2648 2927 924 3039 2681 7987 5205 4579 1947 2625 1380 2291 2724 4107
601 3087 1131 2406 2215 3440 2802 6602 2152 2589 2460 4659 6046 5231 1574 1528 1246 934 7433 3172
774 1267 1178 311 482 2259 2155 1374 1014 2442 1645 2496 3672 2782 829 1210 1345 1335 2392 2517
503 1000 398 533 465 1188 1184 1488 355 1019 520 1439 1485 2407 557 1016 1191 1480 1532 1081
1408 5211 2767 1920 2816 2993 4523 5679 3187 6451 2363 9863 10786 7071 4245 6214 4178 2657 5191 7217
1753 5836 2959 3291 1688 6477 5909 9342 2387 6040 11776 10943 9242 27479 13158 9408 10774 8534 14653 17866
1560 1880 1629 1850 1144 3300 2819 6866 1565 4198 1058 8745 5809 6593 1926 3889 3290 1143 3627 2230
3497 5385 2654 1312 1586 11172 4596 5437 4246 13264 5399 11125 7827 12257 3675 8486 3166 2872 8494 9459
426 1284 1188 327 636 2561 1333 2304 573 3168 1909 885 2070 3736 1279 2120 600 1489 2278 1858
1376 3298 1599 1375 1468 3823 2147 4630 1126 2522 2023 5757 4152 4956 2571 2467 1422 2626 3257 3423
790 989 1129 1043 604 1916 1072 2034 929 1754 1820 1906 2655 2724 1270 2318 867 2173 3109 1902
1114 1491 969 699 824 1527 2048 3690 889 2972 2296 6521 1987 5054 1906 1817 1695 1917 4940 3901
789 2971 1233 835 883 2342 2241 3271 907 3682 3156 3092 2165 3453 1867 1919 1306 1897 4042 3125
796 3366 2065 2315 1365 3849 2977 9680 2532 6560 4814 4314 6254 6613 3882 3496 3796 2030 6618 3599
1512 4546 3278 1678 3931 7240 4215 3125 1445 7737 4296 6507 8486 10849 5070 6418 1815 3522 13275 2790
900 1524 670 2214 1595 3564 2982 2155 1491 2659 1780 5523 6460 5911 1679 2442 1508 2177 4585 4256
307 693 476 169 408 525 735 1505 349 986 1370 814 647 2058 271 806 406 716 983 891
590 1487 697 883 749 1717 881 2609 1402 1397 482 2781 2964 3202 532 1472 1409 689 2692 3569
200 329 281 118 183 158 429 1068 210 244 1738 2074 3051 1677 1153 1443 1370 1003 2160 1454
739 1279 1119 830 506 2543 1312 2150 540 1781 794 2830 1476 2617 1397 1151 450 829 2980 1700
281 1570 673 498 578 1003 1131 612 446 1667 743 3172 787 3093 539 595 459 1813 2257 1456
914 1338 898 821 1542 2383 1816 4703 1014 3361 2212 2652 2416 5730 557 3839 1767 2284 3431 3868
680 1228 391 751 678 1462 1305 1233 573 2114 747 2701 1302 2997 740 821 754 609 1970 1857
626 1954 1336 1109 954 3706 2256 2040 721 2272 1345 2687 4862 4383 1991 1218 2065 2221 4266 2726
1010 2464 1805 1131 2458 2358 1277 3849 1523 4863 1750 3517 6113 6138 2348 3248 1622 2303 3876 3827
997 7142 1651 1224 1614 7121 4057 4705 2425 5864 3210 7083 6619 5907 4642 3114 2053 1949 5245 4218
212 720 511 562 636 1048 733 593 375 1145 902 1573 1398 905 593 948 631 521 1576 984
992 5847 2000 1245 1913 4894 2843 5713 2720 5160 4930 6945 5874 5222 3343 2982 3115 1730 8132 6533
1299 4540 2263 2190 1241 4272 2081 6747 1952 4092 5727 13768 8882 14481 7851 7307 7670 5997 5000 2696
463 2036 636 519 793 2202 1277 2360 877 1132 5066 11279 10472 11855 2529 2585 3969 1919 5726 4568
196 1133 296 417 295 1203 705 549 482 951 795 1051 1420 1568 866 772 527 524 1547 1016
967 1511 1039 882 1151 1865 2050 2944 967 3796 1880 2867 2493 2401 1222 1053 1437 1608 2501 3460
204 686 584 309 162 518 580 1291 313 562 557 1249 844 1875 493 726 504 220 993 485
141 360 153 119 239 226 256 284 125 293 214 350 451 771 115 264 277 306 569 267
168 820 473 261 174 558 604 748 546 494 167 1205 917 1055 194 295 229 309 667 703
495 1448 732 937 448 1994 1823 1841 799 1815 743 2389 2336 4269 782 1702 754 868 2471 2782
416 1817 575 868 472 1849 1605 1279 713 1194 1304 2647 1518 3011 1857 1555 1292 808 2352 984
2141 6767 1888 3922 2210 4738 3801 6313 3494 9382 2675 13455 6395 12699 4375 2597 3748 2048 5927 6131
532 719 338 196 331 309 388 836 483 832 476 1462 763 1277 357 659 489 330 1216 1050
1316 3006 1816 1244 1102 1746 2932 4798 819 3620 2878 5152 4941 2724 969 1807 1334 2015 4011 3450
2248 6954 4887 3556 4819 10247 8859 15093 3367 11102 5331 6961 10222 12143 5269 8283 3199 4188 15444 11252
1357 4428 1474 1815 1346 3102 3291 3380 1154 2600 845 1391 2510 1928 1297 1297 812 628 1515 1368
1643 3596 1460 1192 1395 5034 6924 6758 1980 3918 2506 6281 4841 9961 2178 3927 1885 1365 7663 5966
819 3947 1101 1273 1680 2979 2900 3211 1084 898 886 4801 2169 6425 1715 2439 1543 1420 1998 2023
3028 6554 2788 3483 2881 5885 5947 14654 4379 12902 7458 19299 21469 14005 5912 2984 5972 3138 11611 9310
654 2062 647 342 923 2209 1251 1466 1032 1523 354 2657 2260 2370 736 1330 921 815 1863 3103
971 816 1376 1056 597 1506 1478 2335 1359 1332 1333 3900 3194 4524 1150 1111 1359 1517 1767 3354
433 1154 994 663 581 1780 1208 4551 729 1562 2065 3229 3018 4627 2506 1661 894 1886 3192 2658
4840 4806 6143 6411 4031 10636 9248 12933 3535 14524 5529 10202 8294 16731 5815 7289 6119 6852 22040 11652
1250 2601 1482 1233 854 2951 1334 2560 569 2344 3849 8417 8021 22826 3712 10822 2130 4328 23254 11301
1155 3127 1390 1095 940 2214 2749 4679 1500 3429 2065 4017 3899 2395 997 2234 1422 2491 3682 3482
611 811 913 267 604 773 1520 1901 695 2013 560 2307 1018 2146 697 809 536 741 1530 1653
780 2476 611 1478 654 1730 1383 4070 1018 2706 747 4844 2159 3915 1429 1964 979 1820 5692 2304
169 1085 298 415 322 533 669 1025 485 1333 802 1712 1262 1056 800 618 343 547 1200 2222
2213 3074 3363 2241 2487 4325 5307 9659 2598 4346 3916 8528 8263 5672 1870 5314 6314 3724 7361 7817
1112 2000 1093 1086 1557 3075 2335 4164 1056 1155 1843 5885 2883 4363 2954 3227 1697 1029 4052 3301
381 1868 501 539 695 2087 1409 1542 477 1535 844 1973 1787 1543 1121 1241 1014 646 1387 1293
222 847 421 319 294 782 504 1280 375 1041 826 1012 1826 1596 475 731 444 419 832 1500
5642 10546 5633 4059 10410 9998 3147 14489 2076 8829 8946 9520 15907 15865 9899 6912 4528 4412 10714 7443
1745 4191 2307 2908 1295 6348 6276 5441 3411 9115 4635 9465 8886 6249 3146 5726 5590 4084 9402 3103
425 1135 570 273 225 954 474 1156 175 823 769 945 1099 1012 461 446 333 421 1144 764
988 2170 1583 292 874 3046 2884 2722 1031 1856 855 3231 2840 3520 2526 1616 2013 2177 2830 2234
1093 3420 2279 1401 998 3192 2204 4342 1209 4346 1019 745 1682 2276 1079 1682 676 890 1935 1264
323 1345 517 365 455 991 793 409 498 1319 1792 3500 2622 3912 2393 1064 906 1320 5939 2493
1776 10427 5499 3206 2338 3930 5481 13974 2815 10890 2845 13173 7845 10078 4269 5206 2758 4451 13138 11552
2244 4293 1391 1081 2330 3896 3423 6636 1043 2657 3344 3925 4045 5575 1437 4094 2318 1720 5311 6219
686 2025 828 992 778 1556 1442 1979 872 1713 1234 3761 1734 2690 1215 1325 2076 2621 2792 2763
1676 6914 2592 2819 2245 5018 6737 10026 1743 5141 4756 11272 9415 9019 5993 3371 2954 4369 9316 10382
413 1672 1335 650 520 1932 1037 1642 684 4131 1499 2291 4228 2830 1426 1501 726 873 4168 1964
215 908 564 354 593 490 1566 1121 549 1562 614 1335 687 1537 678 1179 652 757 1545 1246
1180 2216 662 892 573 2752 2400 1625 2523 3062 1996 1669 4617 4143 3028 1448 1655 1131 2953 1729
341 1230 304 430 269 1192 956 626 309 760 354 867 1143 918 607 719 554 494 1470 1072
1214 3920 3000 1725 2237 5538 5293 2533 2564 1978 3292 6333 5638 12482 2234 4663 2957 1301 3156 5164
778 2198 1402 752 646 1238 1135 1685 1037 2529 1910 2661 2442 3228 1138 1702 1517 1155 2543 3140
1208 2884 2139 3075 1161 6236 5769 7328 1375 7421 4047 6184 11905 10381 3721 5697 2201 4505 6269 6588
5086 6822 4801 4928 4480 12889 8949 17740 6540 11611 8555 17802 16356 12662 9876 11473 10947 10077 19394 15382
2934 6948 2834 5029 3584 16591 7217 6331 1973 7185 8398 30323 27154 30574 6645 11895 13224 11592 22543 19072
2807 3750 4868 2157 3072 3238 3761 4106 2675 5266 2839 9277 4592 11556 5311 8519 4118 3907 9105 8512
723 3942 1330 1225 1063 2721 2314 4353 1505 4227 1161 4343 4662 5856 2842 2651 1244 1680 4911 5739
395 969 868 434 961 1436 1024 1852 704 2027 1304 2293 2680 2151 1075 735 553 638 1098 2497
742 1411 782 649 898 1783 1521 1767 810 2030 731 3295 3258 4044 1954 815 1077 1128 3941 3378
2029 2559 2368 3151 1997 7572 6906 6211 1913 6273 2397 9922 8049 9414 6242 3419 1908 4289 8801 5650
539 1367 703 1313 525 1251 2025 2908 781 2964 1257 2401 2237 1735 1447 1950 1725 1300 3624 2035
824 2500 1188 1462 2256 2311 2146 5948 1861 3573 2932 8001 2525 3666 3371 2994 1982 2119 5426 2776
842 4540 1299 1066 983 2561 3475 7044 1486 2698 1869 2614 7008 5754 2368 2139 2156 3824 5654 5100
450 1090 711 987 307 655 1099 2427 352 955 1463 1242 2461 2007 1380 1411 742 895 2863 1680
2671 5199 2524 3886 2555 4887 7798 8539 2749 5185 4394 9911 4248 8026 4551 4215 3301 1729 10677 15165
613 1646 624 492 794 2325 1874 2180 803 1224 1409 2092 1750 1955 1442 1013 955 1905 3737 4277
2128 6245 1230 1147 2179 2677 2880 4571 1843 5286 1868 5819 4634 7142 2717 3389 2338 2486 9771 4843
914 1333 741 472 701 3019 2074 1982 1397 2155 1211 3328 2494 3988 1194 1686 1331 702 3687 2667
1072 4383 2186 3409 2744 7458 2910 6951 1823 10658 4462 12980 8263 9144 3327 5157 4672 2492 5414 5465
202 811 351 247 248 429 615 629 171 614 470 492 849 902 209 593 265 250 1256 452
689 4440 1116 1403 2138 2741 1514 5110 1125 3795 2520 8272 2667 4813 1634 1974 1585 1298 6140 3800
1171 2768 849 1094 612 4844 1332 3413 1022 2305 1982 5436 3988 5150 1349 2157 1695 827 5713 2678
177 821 469 322 362 649 686 1786 347 484 433 1204 813 1129 512 504 313 678 1309 626
431 1718 922 752 334 2393 1858 2013 507 1498 535 3992 4052 4807 2271 1535 989 1015 3360 2248
709 1317 1284 1177 1251 2050 1685 2467 1067 1329 2525 3958 4149 4928 2815 3037 1950 1698 3948 4746
359 834 310 279 327 2061 626 551 425 1604 563 2465 876 3148 379 720 593 401 1215 951
306 1183 560 385 726 1069 1140 1335 999 2077 3278 5007 5326 6276 2892 3450 1573 3269 7525 4328
472 1488 896 719 695 2164 931 2539 888 2682 1472 1845 3181 3375 1154 1979 1021 1146 3145 1558
305 576 282 315 332 477 451 1117 245 507 707 943 1420 2913 1135 1374 520 743 1049 988
1208 2765 658 889 994 1162 963 2981 814 1778 1569 2493 3143 3917 1077 3406 1203 1823 4344 1662
1140 2170 577 1066 1041 3122 2254 3172 1153 2068 1058 4091 3491 3735 1449 1600 1352 2397 2361 4798
2192 4050 1857 2096 2352 4513 3932 4486 3174 5829 3169 4966 6565 8223 5359 4216 3663 5068 5625 6638
2383 5202 2079 3753 2425 9152 2629 12078 3389 4483 6521 9241 6176 14284 3013 3990 3160 3781 6817 5882
1319 3479 1149 1598 2277 4397 3567 7255 2018 4344 2812 3778 6255 10096 4794 3839 3373 2180 9069 9459
303 523 465 549 553 1128 536 639 447 1822 529 1032 618 945 350 799 691 328 1634 1307
3913 3423 3526 1909 2032 7044 4394 5269 1977 2921 2294 9762 5743 8934 4205 4330 2043 3041 4578 3595
599 674 476 484 553 1479 1367 1086 505 1704 787 1366 1603 2635 549 1101 781 982 1635 1904
642 1151 443 412 611 1356 1472 1362 529 1549 1542 1823 3507 1356 1709 760 813 528 1498 1391
1102 3518 762 1042 1736 2921 3269 3595 657 3663 10398 12380 4807 19450 6082 5705 6142 2549 9501 12261
1035 2859 1317 1566 518 3089 4595 1678 1585 3911 505 888 655 1559 570 620 593 718 1424 541
3485 9405 3535 3573 3237 8145 15424 7683 3576 6207 8710 7882 16545 17106 9419 8142 8107 5108 23126 11540
1870 4088 1733 2973 1356 5345 5508 5478 1429 5047 1375 5099 4483 6593 4457 1907 4189 4073 6776 3852
1727 4060 3145 3258 1864 5268 4134 6736 1888 3346 3322 7004 4311 6939 4961 5840 5551 3184 6122 5143
1802 4065 4335 2204 2844 3535 3380 7183 2056 5013 4127 5182 10511 16137 3679 4148 5627 4483 5373 6232
1255 2494 1335 2351 2919 5583 3240 6204 2031 6639 2684 6627 4356 8307 3259 2967 2035 2768 5350 7916
2507 5558 2702 2024 2144 4134 5294 4164 1739 2736 3321 6076 6309 8572 3091 2327 1761 1821 9845 4791
832 2951 1623 1151 925 2651 1971 3398 1644 5351 1325 6410 5168 3447 1840 3544 1720 2324 2149 3869
882 3216 2387 864 1709 6777 5218 4508 2913 7202 2896 4209 9079 5266 2656 3790 2872 2384 4370 6696
683 2058 991 751 640 1239 1175 2951 1129 914 1409 2374 4353 3659 848 1054 867 1700 2216 2163
333 1317 378 349 242 1215 905 1216 554 799 174 436 672 565 160 333 262 290 605 328
1375 4565 1627 1435 1529 2151 4483 4917 2257 5609 3376 4883 8511 5883 3357 3226 2230 2537 4049 5720
989 3099 1538 789 801 3264 1847 1997 1061 1849 2823 4340 4854 5003 2301 2334 1668 2004 7049 3445
561 1329 372 378 504 2123 885 2093 392 525 667 1253 2588 3782 428 1907 665 983 1608 1107
779 2505 1381 1262 1005 3174 3039 3466 1299 2305 1486 4828 3776 5352 1731 3502 1146 1939 7464 2937
2744 9782 1950 3446 1520 5312 3815 6070 1734 3114 4008 6910 7327 5373 2334 6774 1488 1969 2496 4552
557 2581 1686 1268 1047 4155 2201 3235 916 1825 1283 1810 3924 3784 1618 2242 1809 1614 3583 3912
86 183 104 95 124 245 89 398 143 116 207 609 490 386 159 192 161 85 254 203
366 943 478 306 518 945 612 1354 460 1112 1110 1726 1488 1390 756 860 1170 898 1666 1502
924 5213 1185 1640 924 4565 3150 2550 1151 1792 12403 21446 17785 24730 7061 9916 15168 7457 18724 11649
1436 4302 2792 3417 3205 6652 7450 10042 2259 8739 5674 5521 9690 9553 3271 7539 1338 4602 8404 6631
834 2719 1748 1549 471 2723 2297 7960 1164 3090 1588 4613 4157 4489 1521 3789 1388 914 5055 4431
331 774 590 532 231 1180 948 787 762 1228 872 1742 1231 3710 646 673 527 1111 1448 1792
588 3006 1392 1708 2044 4172 3805 4939 2064 5154 2470 8293 4410 5181 1739 3170 2609 1884 3904 4199
709 1038 590 621 496 1253 1626 2247 262 595 1843 1819 2976 3235 903 875 922 365 1324 1688
1886 8997 3756 5033 3328 6776 6668 4248 3779 11099 5063 15329 15209 8302 3358 8726 4397 4635 10040 6463
896 2585 721 915 634 2110 2251 2069 1013 4297 1011 2580 797 2036 439 1167 372 539 1533 1399
2001 3494 2446 1567 2344 6750 5800 5322 3107 4367 2691 6293 2864 5039 3053 3828 2467 3804 2591 6454
1042 2727 1126 715 711 1957 1453 4620 875 3136 2744 5777 6103 8791 3959 3045 5359 3553 4108 6715
84 277 137 62 136 369 125 296 86 89 196 329 388 439 237 266 192 143 192 373
1014 3338 1330 1352 1859 1832 2660 3069 1877 2166 2155 4894 3892 5024 1972 2997 968 1741 3156 3117
35 171 96 52 59 189 224 125 97 95 112 222 243 238 129 98 60 171 321 121
1223 2167 1976 1092 1799 3198 1647 5929 1872 4935 3780 3218 5461 7355 5103 2304 2886 2157 5769 4089
3070 9386 2980 2887 3812 12992 5795 10899 3282 6549 7771 12344 13433 15024 7433 9768 3517 5215 13802 4367
436 1107 380 876 281 680 1954 1338 413 800 2357 5272 2900 3721 1194 1137 1084 1515 3921 2870
1220 3472 3271 1189 1667 5108 5338 3182 2397 4939 4135 6973 7516 4174 2969 3645 2903 3521 3648 6091
541 2871 1039 1010 1087 1846 2411 4306 1283 1790 1809 3264 3437 4668 3469 1945 1956 1217 4823 2088
1543 4281 1673 1126 1312 5026 5305 5279 2532 3943 2347 6308 8635 8628 2358 3405 2478 2425 7125 5653
645 2357 2299 1711 1469 4957 2209 3594 2091 4346 2437 4818 8225 4884 1829 3290 1314 2656 9294 5502
825 1524 588 900 1433 2418 1135 2866 1314 1717 2488 2308 2403 3337 1929 3408 1636 1386 2602 3551
556 2660 1337 1031 2068 2789 3858 4076 612 3889 1871 4925 3726 3324 1845 3225 1285 1329 4886 1462
378 1160 599 271 499 1291 1269 1326 656 1160 434 1970 1731 2325 947 1243 764 452 692 1220
1161 1520 1572 1147 847 1979 2700 2091 1315 2188 751 2632 2202 2823 1112 1913 2398 1589 3225 1178
1133 1970 984 472 832 1468 919 2923 689 2450 1547 4156 2454 2363 1233 1465 1874 1380 2479 3279
8568 11971 10889 5251 5577 14393 10620 14375 3746 18931 15104 16711 39198 61264 45574 46943 37973 14803 31148 27597
1080 4258 1295 1051 1030 3091 2013 9938 2235 4225 4406 5118 3478 10334 1905 4805 3531 3567 5126 4648
986 1947 955 623 512 2611 2828 2205 1378 2196 845 1614 3535 2624 1406 1464 1910 985 3796 1280
679 1180 447 388 242 1989 1157 1187 517 2115 588 3042 1190 2512 607 1103 976 730 2137 1012
475 1034 857 339 435 1206 1050 2111 747 1462 928 1255 1549 3130 689 925 1346 884 1034 1555
196 309 288 144 136 596 281 528 191 397 77 271 259 191 89 131 61 78 105 180
417 1511 851 472 1028 765 1229 1523 327 1136 589 1248 1812 2607 703 1418 796 785 1193 1162
798 2805 2351 2231 1600 4015 3775 3882 1058 2512 771 3615 2059 3353 1185 1355 747 1084 2153 2824
2005 4930 1800 2311 2157 4827 4692 6965 2510 4456 3557 5622 4215 4483 2339 2112 1288 2259 8112 2254
670 2196 1660 2107 1194 4014 3666 4494 1081 3822 2845 4186 6661 5100 3760 3626 1686 1547 5837 4602
2658 1829 4807 3254 2797 6775 4835 9573 2932 5482 3445 5877 8799 13080 2963 7335 2849 3130 8753 9321
1518 6569 3467 2383 2140 4969 5695 8426 1927 6172 3363 5975 4870 6340 4265 5279 4974 3097 12330 4793
620 2599 1305 1689 1121 1622 1156 4030 1040 1971 1368 3579 4196 4527 1548 2023 1284 1964 4357 2447
388 2143 502 342 694 1180 2026 1795 781 1191 1006 1091 1311 1886 647 929 761 364 1908 1998
474 2058 715 1124 1042 2116 2627 3298 1549 2865 1496 2958 2814 1957 1106 990 773 599 2062 2195
262 1962 416 392 386 1039 1104 1395 457 1798 619 1390 1031 2065 791 901 401 584 1956 643
887 1914 1553 529 965 3468 2026 2385 946 1311 3204 4479 3574 5596 1839 1865 3072 2331 4271 4273
903 1183 1630 1684 1282 2923 1055 3141 1010 2341 1381 4796 3529 3666 2317 2275 3828 774 4491 4280
4217 5277 2465 2761 2249 5926 7084 10212 2353 8239 3110 8775 7688 9732 3939 6704 2870 3779 4945 7452
633 982 683 481 327 756 883 1782 513 1378 1445 2283 1877 1709 639 1386 791 461 1331 940
564 2477 487 706 640 2295 1695 1764 912 2433 992 2200 2245 1474 668 2032 1404 912 3362 1058
957 1603 840 1095 760 2315 1917 3462 577 2603 1357 2898 1954 1926 1091 1409 1148 1207 3400 1702
910 2936 2059 1943 2293 2647 2138 2745 1422 5255 3719 8949 2746 8621 2383 5443 2215 1478 4427 2405
2977 9415 1865 2032 2494 4672 3539 7308 2665 6198 3653 9800 7516 8592 2422 6890 4015 2137 9687 5653
584 2018 1452 990 886 2535 1406 2925 953 1419 2848 4727 3602 5407 2201 3054 1666 1231 4120 2069
1083 3425 1579 1669 1250 2279 2860 5364 1337 1851 1950 3666 3692 5619 2630 1924 2507 1815 3207 4997
849 2382 1160 1824 588 3173 2673 4218 970 2571 1031 2357 5260 6097 1532 1823 1541 1968 2994 3932
1093 2074 1069 601 717 1947 894 4577 1194 2267 1497 4496 3316 2728 1651 3890 855 1194 4169 1917
1167 2294 1343 474 660 2837 2085 3099 956 1213 1423 2163 3590 2977 1360 1395 864 1469 2460 2877
406 1222 840 938 598 1128 1349 2259 1258 2143 771 3070 1690 2562 676 1830 1059 925 1809 2025
496 1162 711 1028 587 1262 1160 1910 853 2269 2277 2429 2314 3252 856 1528 732 1021 1508 1156
237 653 435 181 498 1022 593 1049 514 581 294 986 1126 1120 448 424 832 712 1009 1687
770 1760 708 477 700 1407 1012 1849 683 1142 452 874 1177 705 306 389 266 569 878 476
1263 2113 1419 1092 757 4324 1149 3100 1105 2116 1413 3828 3411 1708 1084 1519 1310 1658 1952 2091
1068 4552 1582 1059 1391 3525 3485 2377 895 3947 1170 4690 4829 3200 1698 2135 1829 2250 4191 3509
799 2073 1049 880 426 3398 2131 1659 1058 3296 2110 2635 2885 2910 1022 2373 1406 753 1748 3681
589 2226 901 1308 632 3417 2556 3424 1041 2450 1164 2617 2566 3674 1416 1453 1399 2581 2774 1781
285 730 182 447 300 755 971 955 178 776 637 927 1230 1214 444 438 295 365 905 379
919 3849 1790 772 1897 5123 2968 5794 1111 4553 2454 4172 6909 5926 3357 3192 2921 2562 3145 4379
367 684 231 288 324 1067 685 1573 301 1085 333 932 860 864 585 646 398 295 1418 853
290 1866 690 569 535 811 949 2324 492 2186 848 1400 1370 2757 848 1140 451 465 1849 1084
1008 2695 1646 830 1132 2612 1216 4001 895 3060 8645 10142 10130 10095 6567 5007 5770 3995 11494 6752
689 1290 981 1020 1239 3853 2375 2906 1196 2765 1785 3214 4995 4883 2448 3644 1225 1799 4266 2933
813 1947 816 986 611 2483 1831 2688 475 1599 823 1055 1846 847 815 674 637 348 1516 1443
1688 4074 2280 1728 1804 8523 3469 3790 1866 3619 3276 4353 5712 5123 2316 2063 2345 2058 4074 3618
714 1635 526 507 281 1023 882 950 802 1610 585 2341 1644 2472 569 1418 641 827 1462 1323
464 1406 753 522 543 1682 1241 1497 588 1209 750 2443 1977 2151 1088 670 915 650 1630 2175
1373 4358 1707 1621 890 2626 2153 6322 1403 5045 1991 8507 4502 6791 2500 2514 2415 1383 3548 2587
257 1149 525 351 505 1070 963 1530 417 845 912 2115 2629 1413 436 600 532 690 1323 1339
877 1563 768 1203 441 2170 1209 2349 896 2787 1177 2309 4023 2033 1640 1349 1262 561 3031 1262
3306 8301 4685 3386 2269 8351 5759 12190 1589 7008 3386 12332 16474 13261 5659 9852 4011 3754 11749 7910
474 1114 642 355 422 1925 1857 1586 484 1105 827 3100 2302 3033 1169 1187 730 1004 1783 1450
278 506 266 260 291 1404 495 1229 196 1058 367 1068 949 1231 774 1017 352 596 1189 908
1781 5456 1337 1161 1629 5896 2680 4606 1585 5369 3852 2566 3727 7965 2359 2691 1186 3015 10076 3201
1379 10863 3690 3191 4053 8081 12051 6581 6028 8833 5297 9048 14472 13794 8143 3644 6681 4409 12460 9874
926 3693 1197 1541 1026 3634 5381 4283 1717 3450 2702 6420 5372 5224 1657 4061 3686 1664 2818 4760
732 2336 1127 1310 769 1814 2684 2707 1069 4685 1993 4572 3357 3285 1939 1377 1890 1159 4189 1306
542 1208 1052 348 858 984 1279 1339 381 1931 2761 5073 4259 4533 1145 2225 1317 1167 3638 2665
225 488 363 230 241 821 505 866 252 611 466 1467 694 660 269 725 320 282 1245 1117
341 1851 965 564 429 1332 1406 2109 382 1843 1385 2077 1878 1295 942 1147 618 914 2634 1244
7952 16943 6758 4161 6947 11791 5742 11651 3756 11872 9662 13793 11656 18459 12444 13266 5787 8039 22572 12114
427 1495 752 801 489 1601 1094 2534 827 1409 1123 3789 733 3259 1934 1812 571 1149 1785 1976
1011 971 748 634 637 2264 3001 1790 710 1644 2420 4561 5481 2831 2142 1553 1304 1140 3231 2770
727 2629 692 716 566 1226 1750 1255 874 1580 1216 2794 2628 1774 1309 868 503 1553 1299 1077
461 525 493 316 234 595 874 902 284 737 590 2669 1301 1340 878 845 647 1164 903 1446
337 1545 1124 899 666 2174 1952 2733 505 1433 875 2139 1972 3526 763 1076 552 731 2863 2282
1010 2462 2326 1971 2634 4608 2436 4058 1266 4293 3084 5053 6383 9778 2979 3462 3056 2700 8139 5860
1025 1362 1035 752 1088 3416 1538 1725 847 2003 1276 2355 3041 2502 1103 1769 802 1430 2084 1375
512 2656 1507 1062 1826 2567 2526 3808 825 1851 1598 2754 2083 6566 1558 931 1643 706 2125 2763
